week_start_date,district,average_temperature,average_rainfall
2015-08-17,Ampara,28.79,1.67
2015-08-24,Ampara,29.42,1.64
2015-08-31,Ampara,28.9,1.36
2015-09-07,Ampara,28.91,7.01
2015-09-14,Ampara,29.76,1.9
2015-09-21,Ampara,28.27,5.57
2015-09-28,Ampara,27.86,4.26
2015-10-05,Ampara,28.39,6.87
2015-10-12,Ampara,27.24,7.17
2015-10-19,Ampara,26.37,15.71
2015-10-26,Ampara,25.56,25.7
2015-11-02,Ampara,26.19,8.96
2015-11-09,Ampara,26.25,16.8
2015-11-16,Ampara,26.3,6.4
2015-11-23,Ampara,26.14,8.06
2015-11-30,Ampara,26.35,10.47
2015-12-07,Ampara,25.96,16.07
2015-12-14,Ampara,25.63,8.3
2015-12-21,Ampara,25.96,4.23
2015-12-28,Ampara,25.8,5.61
2016-01-04,Ampara,25.91,4.27
2016-01-11,Ampara,25.61,0.74
2016-01-18,Ampara,25.89,0.77
2016-01-25,Ampara,26.09,0.53
2016-02-01,Ampara,26.21,0.24
2016-02-08,Ampara,26.27,0.14
2016-02-15,Ampara,26.5,4.94
2016-02-22,Ampara,26.52,1.57
2016-02-29,Ampara,26.87,2.27
2016-03-07,Ampara,27.43,0.61
2016-03-14,Ampara,27.62,0.0
2016-03-21,Ampara,28.16,0.09
2016-03-28,Ampara,27.66,5.16
2016-04-04,Ampara,28.96,1.27
2016-04-11,Ampara,29.46,0.59
2016-04-18,Ampara,29.7,1.47
2016-04-25,Ampara,29.5,1.61
2016-05-02,Ampara,29.4,2.0
2016-05-09,Ampara,27.41,18.5
2016-05-16,Ampara,28.82,4.07
2016-05-23,Ampara,29.32,0.94
2016-05-30,Ampara,29.39,1.87
2016-06-06,Ampara,29.57,1.14
2016-06-13,Ampara,29.64,0.24
2016-06-20,Ampara,29.57,0.1
2016-06-27,Ampara,30.61,0.03
2016-07-04,Ampara,30.64,0.44
2016-07-11,Ampara,30.31,1.21
2016-07-18,Ampara,29.72,1.66
2016-07-25,Ampara,28.7,5.39
2016-08-01,Ampara,29.73,0.03
2016-08-08,Ampara,30.04,0.43
2016-08-15,Ampara,30.43,0.47
2016-08-22,Ampara,29.31,5.8
2016-08-29,Ampara,29.16,1.93
2016-09-05,Ampara,29.66,0.0
2016-09-12,Ampara,29.98,3.39
2016-09-19,Ampara,29.97,0.87
2016-09-26,Ampara,30.43,0.07
2016-10-03,Ampara,30.22,0.1
2016-10-10,Ampara,30.04,1.3
2016-10-17,Ampara,28.99,2.76
2016-10-24,Ampara,28.14,6.61
2016-10-31,Ampara,27.11,14.27
2016-11-07,Ampara,26.62,2.09
2016-11-14,Ampara,25.79,10.1
2016-11-21,Ampara,26.11,6.66
2016-11-28,Ampara,25.14,1.47
2016-12-05,Ampara,26.35,1.36
2016-12-12,Ampara,26.31,1.04
2016-12-19,Ampara,24.99,1.56
2016-12-26,Ampara,25.64,8.01
2017-01-02,Ampara,24.86,0.56
2017-01-09,Ampara,24.51,0.11
2017-01-16,Ampara,25.33,5.61
2017-01-23,Ampara,25.07,21.63
2017-01-30,Ampara,24.76,0.69
2017-02-06,Ampara,24.74,0.14
2017-02-13,Ampara,25.55,5.8
2017-02-20,Ampara,25.83,2.37
2017-02-27,Ampara,26.09,10.33
2017-03-06,Ampara,27.31,3.96
2017-03-13,Ampara,26.95,1.33
2017-03-20,Ampara,26.89,0.27
2017-03-27,Ampara,27.66,2.79
2017-04-03,Ampara,28.01,1.71
2017-04-10,Ampara,28.95,4.26
2017-04-17,Ampara,29.59,0.16
2017-04-24,Ampara,29.38,0.79
2017-05-01,Ampara,28.89,3.16
2017-05-08,Ampara,29.01,3.81
2017-05-15,Ampara,30.91,2.23
2017-05-22,Ampara,30.03,6.43
2017-05-29,Ampara,30.75,0.41
2017-06-05,Ampara,31.21,1.31
2017-06-12,Ampara,31.19,2.31
2017-06-19,Ampara,30.91,3.14
2017-06-26,Ampara,31.51,1.51
2017-07-03,Ampara,31.7,4.61
2017-07-10,Ampara,31.37,0.99
2017-07-17,Ampara,32.67,0.77
2017-07-24,Ampara,32.36,4.3
2017-07-31,Ampara,31.23,2.53
2017-08-07,Ampara,30.56,8.27
2017-08-14,Ampara,29.71,1.16
2017-08-21,Ampara,31.31,1.56
2017-08-28,Ampara,30.69,3.9
2017-09-04,Ampara,28.27,13.56
2017-09-11,Ampara,28.89,5.67
2017-09-18,Ampara,29.74,0.77
2017-09-25,Ampara,30.12,1.24
2017-10-02,Ampara,29.49,6.63
2017-10-09,Ampara,28.93,12.74
2017-10-16,Ampara,29.64,2.0
2017-10-23,Ampara,27.81,15.16
2017-10-30,Ampara,26.77,17.54
2017-11-06,Ampara,26.68,9.74
2017-11-13,Ampara,27.33,3.06
2017-11-20,Ampara,25.8,16.73
2017-11-27,Ampara,25.42,21.74
2017-12-04,Ampara,26.08,5.36
2017-12-11,Ampara,26.22,4.84
2017-12-18,Ampara,25.41,2.71
2017-12-25,Ampara,25.54,3.31
2018-01-01,Ampara,25.04,0.13
2018-01-08,Ampara,25.32,4.34
2018-01-15,Ampara,24.51,0.1
2018-01-22,Ampara,25.32,0.53
2018-01-29,Ampara,24.97,5.21
2018-02-05,Ampara,25.74,1.73
2018-02-12,Ampara,25.66,1.8
2018-02-19,Ampara,25.47,4.1
2018-02-26,Ampara,25.96,10.67
2018-03-05,Ampara,25.91,6.66
2018-03-12,Ampara,26.75,6.07
2018-03-19,Ampara,27.09,1.33
2018-03-26,Ampara,27.63,3.37
2018-04-02,Ampara,27.16,5.73
2018-04-09,Ampara,26.92,9.67
2018-04-16,Ampara,27.86,1.57
2018-04-23,Ampara,28.13,3.09
2018-04-30,Ampara,28.31,2.07
2018-05-07,Ampara,28.33,8.63
2018-05-14,Ampara,27.51,8.86
2018-05-21,Ampara,27.81,8.69
2018-05-28,Ampara,28.84,2.54
2018-06-04,Ampara,28.82,1.47
2018-06-11,Ampara,29.43,0.7
2018-06-18,Ampara,29.36,0.59
2018-06-25,Ampara,29.71,1.94
2018-07-02,Ampara,30.0,0.54
2018-07-09,Ampara,30.66,0.24
2018-07-16,Ampara,31.27,0.0
2018-07-23,Ampara,31.51,2.84
2018-07-30,Ampara,31.17,1.3
2018-08-06,Ampara,30.99,0.09
2018-08-13,Ampara,30.48,0.91
2018-08-20,Ampara,30.96,1.87
2018-08-27,Ampara,30.83,2.0
2018-09-03,Ampara,30.92,0.61
2018-09-10,Ampara,30.98,1.14
2018-09-17,Ampara,31.07,2.27
2018-09-24,Ampara,27.7,8.97
2018-10-01,Ampara,27.02,14.69
2018-10-08,Ampara,27.92,4.79
2018-10-15,Ampara,26.98,9.21
2018-10-22,Ampara,26.44,11.93
2018-10-29,Ampara,26.84,13.63
2018-11-05,Ampara,25.76,27.89
2018-11-12,Ampara,27.21,4.54
2018-11-19,Ampara,26.36,9.77
2018-11-26,Ampara,26.08,5.61
2018-12-03,Ampara,25.83,13.36
2018-12-10,Ampara,25.84,1.27
2018-12-17,Ampara,25.4,5.27
2018-12-24,Ampara,25.54,2.73
2018-12-31,Ampara,25.04,1.19
2019-01-07,Ampara,25.54,7.99
2019-01-14,Ampara,25.05,4.86
2019-01-21,Ampara,25.83,2.1
2019-01-28,Ampara,25.6,3.49
2019-02-04,Ampara,26.09,9.16
2019-02-11,Ampara,26.41,5.86
2019-02-18,Ampara,26.47,1.1
2019-02-25,Ampara,26.96,2.69
2019-03-04,Ampara,27.72,1.13
2019-03-11,Ampara,27.17,0.8
2019-03-18,Ampara,27.56,1.83
2019-03-25,Ampara,27.54,0.0
2019-04-01,Ampara,28.75,0.07
2019-04-08,Ampara,29.03,1.47
2019-04-15,Ampara,28.96,3.5
2019-04-22,Ampara,29.26,2.01
2019-04-29,Ampara,30.18,0.83
2019-05-06,Ampara,30.76,0.2
2019-05-13,Ampara,31.09,0.36
2019-05-20,Ampara,30.71,2.1
2019-05-27,Ampara,31.81,0.49
2019-06-03,Ampara,31.05,5.06
2019-06-10,Ampara,31.82,1.56
2019-06-17,Ampara,32.31,0.09
2019-06-24,Ampara,31.94,0.71
2019-07-01,Ampara,32.48,0.41
2019-07-08,Ampara,31.12,4.14
2019-07-15,Ampara,31.33,0.71
2019-07-22,Ampara,31.31,0.87
2019-07-29,Ampara,31.78,1.07
2019-08-05,Ampara,31.51,1.81
2019-08-12,Ampara,30.61,4.26
2019-08-19,Ampara,29.66,1.34
2019-08-26,Ampara,30.68,3.54
2019-09-02,Ampara,31.36,1.33
2019-09-09,Ampara,30.31,9.94
2019-09-16,Ampara,28.94,6.03
2019-09-23,Ampara,27.11,14.07
2019-09-30,Ampara,27.08,4.21
2019-10-07,Ampara,26.91,8.37
2019-10-14,Ampara,26.52,23.24
2019-10-21,Ampara,26.1,14.8
2019-10-28,Ampara,26.02,15.56
2019-11-04,Ampara,27.5,3.26
2019-11-11,Ampara,26.95,2.14
2019-11-18,Ampara,26.46,14.16
2019-11-25,Ampara,26.34,20.87
2019-12-02,Ampara,25.96,15.76
2019-12-09,Ampara,25.89,9.37
2019-12-16,Ampara,25.86,15.26
2019-12-23,Ampara,26.03,3.03
2019-12-30,Ampara,26.6,2.11
2020-01-06,Ampara,25.9,2.87
2020-01-13,Ampara,25.63,1.51
2020-01-20,Ampara,26.36,3.77
2020-01-27,Ampara,25.62,0.11
2020-02-03,Ampara,26.03,0.63
2020-02-10,Ampara,26.59,2.63
2020-02-17,Ampara,26.2,3.36
2020-02-24,Ampara,26.94,1.06
2020-03-02,Ampara,27.39,0.1
2020-03-09,Ampara,27.74,0.04
2020-03-16,Ampara,28.1,1.67
2020-03-23,Ampara,27.69,0.3
2020-03-30,Ampara,28.25,0.84
2020-04-06,Ampara,28.97,1.0
2020-04-13,Ampara,28.57,4.6
2020-04-20,Ampara,29.09,1.91
2020-04-27,Ampara,29.53,2.01
2020-05-04,Ampara,29.36,4.76
2020-05-11,Ampara,28.76,13.93
2020-05-18,Ampara,30.14,1.11
2020-05-25,Ampara,30.41,3.4
2020-06-01,Ampara,30.06,0.83
2020-06-08,Ampara,31.17,1.27
2020-06-15,Ampara,31.44,2.56
2020-06-22,Ampara,29.48,4.07
2020-06-29,Ampara,30.31,1.01
2020-07-06,Ampara,29.65,5.27
2020-07-13,Ampara,29.95,1.36
2020-07-20,Ampara,29.09,2.86
2020-07-27,Ampara,29.92,2.37
2020-08-03,Ampara,30.34,0.53
2020-08-10,Ampara,31.09,0.24
2020-08-17,Ampara,31.31,0.39
2020-08-24,Ampara,31.13,0.63
2020-08-31,Ampara,29.42,7.46
2020-09-07,Ampara,29.39,1.29
2020-09-14,Ampara,30.34,3.29
2020-09-21,Ampara,30.03,4.23
2020-09-28,Ampara,30.18,1.46
2020-10-05,Ampara,30.02,0.77
2020-10-12,Ampara,31.32,0.43
2020-10-19,Ampara,30.98,1.74
2020-10-26,Ampara,28.73,28.33
2020-11-02,Ampara,27.33,10.83
2020-11-09,Ampara,26.84,13.3
2020-11-16,Ampara,26.61,9.07
2020-11-23,Ampara,27.25,2.16
2020-11-30,Ampara,27.01,8.01
2020-12-07,Ampara,26.12,2.14
2020-12-14,Ampara,25.75,10.77
2020-12-21,Ampara,25.07,16.8
2020-12-28,Ampara,25.74,9.8
2021-01-04,Ampara,25.51,17.64
2021-01-11,Ampara,25.66,12.43
2021-01-18,Ampara,25.89,3.79
2021-01-25,Ampara,25.2,29.06
2021-02-01,Ampara,25.51,5.53
2021-02-08,Ampara,25.16,2.56
2021-02-15,Ampara,25.98,1.03
2021-02-22,Ampara,26.63,1.56
2021-03-01,Ampara,26.4,3.31
2021-03-08,Ampara,26.5,4.11
2021-03-15,Ampara,26.5,7.3
2021-03-22,Ampara,26.89,4.89
2021-03-29,Ampara,28.58,0.5
2021-04-05,Ampara,28.21,2.26
2021-04-12,Ampara,27.87,5.33
2021-04-19,Ampara,28.29,1.33
2021-04-26,Ampara,28.55,4.43
2021-05-03,Ampara,27.89,5.29
2021-05-10,Ampara,28.82,6.09
2021-05-17,Ampara,29.32,2.79
2021-05-24,Ampara,29.69,2.01
2021-05-31,Ampara,29.01,6.39
2021-06-07,Ampara,29.28,0.89
2021-06-14,Ampara,30.24,0.2
2021-06-21,Ampara,30.43,0.87
2021-06-28,Ampara,30.54,1.11
2021-07-05,Ampara,29.92,3.5
2021-07-12,Ampara,30.01,5.53
2021-07-19,Ampara,30.67,0.57
2021-07-26,Ampara,30.6,2.59
2021-08-02,Ampara,30.89,1.57
2021-08-09,Ampara,29.68,5.24
2021-08-16,Ampara,29.41,3.71
2021-08-23,Ampara,29.56,1.37
2021-08-30,Ampara,29.76,1.37
2021-09-06,Ampara,30.66,0.79
2021-09-13,Ampara,30.59,5.3
2021-09-20,Ampara,29.14,8.23
2021-09-27,Ampara,28.34,5.4
2021-10-04,Ampara,29.06,3.04
2021-10-11,Ampara,29.56,0.26
2021-10-18,Ampara,28.1,8.34
2021-10-25,Ampara,27.01,13.0
2021-11-01,Ampara,27.01,12.8
2021-11-08,Ampara,26.71,13.39
2021-11-15,Ampara,27.19,7.57
2021-11-22,Ampara,25.94,23.57
2021-11-29,Ampara,26.59,5.43
2021-12-06,Ampara,26.44,3.17
2021-12-13,Ampara,25.61,10.5
2021-12-20,Ampara,25.31,0.9
2021-12-27,Ampara,25.54,4.6
2022-01-03,Ampara,25.37,7.26
2022-01-10,Ampara,25.85,4.73
2022-01-17,Ampara,25.27,0.77
2022-01-24,Ampara,25.16,0.73
2022-01-31,Ampara,25.79,0.21
2022-02-07,Ampara,25.85,13.26
2022-02-14,Ampara,25.8,1.31
2022-02-21,Ampara,26.31,2.3
2022-02-28,Ampara,26.61,2.61
2022-03-07,Ampara,26.74,2.01
2022-03-14,Ampara,27.46,1.59
2022-03-21,Ampara,28.2,1.37
2022-03-28,Ampara,28.07,3.59
2022-04-04,Ampara,27.23,12.97
2022-04-11,Ampara,28.14,4.1
2022-04-18,Ampara,28.05,6.43
2022-04-25,Ampara,28.35,4.0
2022-05-02,Ampara,29.39,1.8
2022-05-09,Ampara,29.61,4.7
2022-05-16,Ampara,29.91,0.49
2022-05-23,Ampara,29.57,3.13
2022-05-30,Ampara,29.54,1.91
2022-06-06,Ampara,29.76,2.11
2022-06-13,Ampara,28.65,6.04
2022-06-20,Ampara,29.22,2.59
2022-06-27,Ampara,30.16,2.84
2022-07-04,Ampara,30.58,0.57
2022-07-11,Ampara,30.21,0.84
2022-07-18,Ampara,29.66,1.93
2022-07-25,Ampara,27.47,10.94
2022-08-01,Ampara,27.97,3.74
2022-08-08,Ampara,29.14,0.47
2022-08-15,Ampara,29.85,1.6
2022-08-22,Ampara,29.04,7.13
2022-08-29,Ampara,27.36,16.29
2022-09-05,Ampara,28.21,1.06
2022-09-12,Ampara,28.94,0.43
2022-09-19,Ampara,29.65,0.57
2022-09-26,Ampara,29.77,0.94
2022-10-03,Ampara,29.06,10.67
2022-10-10,Ampara,27.47,10.61
2022-10-17,Ampara,27.21,9.9
2022-10-24,Ampara,26.63,10.33
2022-10-31,Ampara,26.31,25.93
2022-11-07,Ampara,25.91,13.43
2022-11-14,Ampara,26.0,1.83
2022-11-21,Ampara,26.8,1.46
2022-11-28,Ampara,26.36,7.66
2022-12-05,Ampara,25.28,1.24
2022-12-12,Ampara,25.49,7.64
2022-12-19,Ampara,25.31,17.16
2022-12-26,Ampara,25.59,1.26
2023-01-02,Ampara,25.22,5.36
2023-01-09,Ampara,24.53,0.43
2023-01-16,Ampara,24.87,11.19
2023-01-23,Ampara,25.16,4.06
2023-01-30,Ampara,25.57,9.47
2023-02-06,Ampara,25.64,2.03
2023-02-13,Ampara,25.11,2.29
2023-02-20,Ampara,25.5,2.71
2023-02-27,Ampara,25.41,13.19
2023-03-06,Ampara,26.19,3.67
2023-03-13,Ampara,26.89,5.97
2023-03-20,Ampara,27.49,2.84
2023-03-27,Ampara,27.66,0.76
2023-04-03,Ampara,27.53,1.53
2023-04-10,Ampara,28.72,0.41
2023-04-17,Ampara,29.16,2.09
2023-04-24,Ampara,27.62,6.77
2023-05-01,Ampara,27.81,14.43
2023-05-08,Ampara,28.48,2.73
2023-05-15,Ampara,29.91,0.56
2023-05-22,Ampara,29.74,1.23
2023-05-29,Ampara,30.17,1.51
2023-06-05,Ampara,30.77,2.34
2023-06-12,Ampara,31.02,1.57
2023-06-19,Ampara,30.65,1.8
2023-06-26,Ampara,30.1,6.56
2023-07-03,Ampara,29.36,0.71
2023-07-10,Ampara,30.74,0.51
2023-07-17,Ampara,31.08,0.49
2023-07-24,Ampara,31.05,1.01
2023-07-31,Ampara,31.44,0.54
2023-08-07,Ampara,31.57,2.96
2023-08-14,Ampara,31.43,0.77
2023-08-21,Ampara,31.74,1.61
2023-08-28,Ampara,30.18,2.6
2023-09-04,Ampara,30.47,2.64
2023-09-11,Ampara,30.59,7.11
2023-09-18,Ampara,28.89,8.97
2023-09-25,Ampara,28.79,7.13
2023-10-02,Ampara,28.37,7.6
2023-10-09,Ampara,27.56,13.96
2023-10-16,Ampara,27.09,22.83
2023-10-23,Ampara,27.21,2.87
2023-10-30,Ampara,26.78,15.03
2023-11-06,Ampara,26.91,19.53
2023-11-13,Ampara,27.01,16.24
2023-11-20,Ampara,27.03,11.61
2023-11-27,Ampara,26.34,19.81
2023-12-04,Ampara,27.07,12.51
2023-12-11,Ampara,25.94,26.69
2023-12-18,Ampara,26.54,6.87
2023-12-25,Ampara,25.89,14.16
2024-01-01,Ampara,26.21,10.5
2024-01-08,Ampara,25.76,16.24
2024-01-15,Ampara,25.77,3.93
2024-01-22,Ampara,26.06,0.87
2024-01-29,Ampara,26.78,7.4
2024-02-05,Ampara,26.72,0.56
2024-02-12,Ampara,27.22,3.5
2024-02-19,Ampara,27.73,0.3
2024-02-26,Ampara,27.42,1.67
2024-03-04,Ampara,27.49,0.04
2024-03-11,Ampara,28.3,0.09
2024-03-18,Ampara,27.79,3.54
2024-03-25,Ampara,28.07,5.3
2024-04-01,Ampara,29.49,0.77
2024-04-08,Ampara,28.43,9.23
2024-04-15,Ampara,28.96,2.17
2024-04-22,Ampara,29.87,0.53
2024-04-29,Ampara,30.91,1.1
2024-05-06,Ampara,30.43,4.86
2024-05-13,Ampara,28.59,21.76
2024-05-20,Ampara,29.33,4.11
2024-05-27,Ampara,30.31,5.19
2024-06-03,Ampara,29.82,1.71
2024-06-10,Ampara,30.47,0.74
2024-06-17,Ampara,30.74,2.14
2024-06-24,Ampara,30.76,0.36
2024-07-01,Ampara,30.52,3.19
2024-07-08,Ampara,30.21,1.5
2024-07-15,Ampara,30.61,0.16
2024-07-22,Ampara,31.81,0.1
2024-07-29,Ampara,31.64,3.84
2024-08-05,Ampara,29.69,6.34
2024-08-12,Ampara,29.11,5.06
2024-08-19,Ampara,29.38,3.23
2024-08-26,Ampara,30.14,3.89
2024-09-02,Ampara,30.52,2.81
2024-09-09,Ampara,31.42,3.4
2024-09-16,Ampara,31.41,0.51
2024-09-23,Ampara,30.65,3.47
2024-09-30,Ampara,29.9,4.69
2024-10-07,Ampara,27.23,16.36
2024-10-14,Ampara,28.31,5.17
2024-10-21,Ampara,27.57,10.56
2024-10-28,Ampara,27.67,12.3
2024-11-04,Ampara,27.16,7.69
2024-11-11,Ampara,27.04,9.04
2024-11-18,Ampara,26.25,20.17
2024-11-25,Ampara,25.86,31.84
2024-12-02,Ampara,26.47,0.8
2024-12-09,Ampara,26.24,10.04
2024-12-16,Ampara,26.52,14.49
2024-12-23,Ampara,26.16,3.31
2024-12-30,Ampara,25.37,15.23
2025-01-06,Ampara,25.36,10.4
2025-01-13,Ampara,24.76,22.0
2025-01-20,Ampara,25.56,9.41
2025-01-27,Ampara,25.75,4.09
2025-02-03,Ampara,25.76,0.54
2025-02-10,Ampara,26.04,0.67
2025-02-17,Ampara,26.71,0.6
2025-02-24,Ampara,26.29,20.19
2025-03-03,Ampara,26.81,0.43
2025-03-10,Ampara,26.6,13.49
2025-03-17,Ampara,27.78,2.79
2025-03-24,Ampara,27.65,4.1
2025-03-31,Ampara,27.44,15.81
2025-04-07,Ampara,27.9,9.64
2025-04-14,Ampara,28.71,3.29
2025-04-21,Ampara,28.39,8.56
2025-04-28,Ampara,27.92,8.97
2025-05-05,Ampara,28.79,2.49
2025-05-12,Ampara,29.01,4.87
2025-05-19,Ampara,28.84,2.67
2025-05-26,Ampara,29.64,0.97
2025-06-02,Ampara,29.59,0.41
2025-06-09,Ampara,29.46,2.27
2025-06-16,Ampara,29.42,1.27
2025-06-23,Ampara,29.58,0.37
2025-06-30,Ampara,30.24,0.43
2025-07-07,Ampara,30.49,0.41
2025-07-14,Ampara,29.89,2.13
2025-07-21,Ampara,29.71,1.33
2025-07-28,Ampara,30.05,4.23
2025-08-04,Ampara,28.82,1.41
2025-08-11,Ampara,29.66,0.33
2025-08-18,Ampara,30.41,0.9
2025-08-25,Ampara,30.91,1.0
2025-09-01,Ampara,31.34,3.47
2025-09-08,Ampara,29.68,3.8
2025-09-15,Ampara,29.38,4.8
2025-09-22,Ampara,29.89,2.81
2025-09-29,Ampara,30.26,7.59
2025-10-06,Ampara,28.61,4.3
2025-10-13,Ampara,28.1,16.4
2025-10-20,Ampara,27.15,8.61
2025-10-27,Ampara,28.57,0.63
2025-11-03,Ampara,28.35,4.03
2025-11-10,Ampara,26.88,19.4
2025-11-17,Ampara,26.25,21.11
2025-11-24,Ampara,25.12,32.06
2025-12-01,Ampara,26.49,6.07
2025-12-08,Ampara,25.5,15.8
2025-12-15,Ampara,25.09,9.21
2025-12-22,Ampara,25.44,2.13
2025-12-29,Ampara,25.65,7.83
2026-01-05,Ampara,25.02,7.94
2026-01-12,Ampara,25.02,4.5
2026-01-19,Ampara,24.84,0.49
2026-01-26,Ampara,25.34,7.33
2026-02-02,Ampara,25.65,6.7
2026-02-09,Ampara,24.99,5.04
2026-02-16,Ampara,24.99,33.54
2026-02-23,Ampara,26.79,0.23
2026-03-02,Ampara,26.2,1.31
2026-03-09,Ampara,26.97,1.66
2026-03-16,Ampara,27.94,3.9
2026-03-23,Ampara,28.26,0.44
2026-03-30,Ampara,28.09,5.86
2026-04-06,Ampara,29.17,1.4
2026-04-13,Ampara,29.13,2.39
2026-04-20,Ampara,28.63,6.43
2026-04-27,Ampara,29.32,4.77
2026-05-04,Ampara,28.41,8.07
2026-05-11,Ampara,28.66,10.64
2026-05-18,Ampara,29.78,1.23
2026-05-25,Ampara,29.79,1.3
2026-06-01,Ampara,30.01,0.84
2026-06-08,Ampara,29.81,2.66
2026-06-15,Ampara,29.79,1.93
2026-06-22,Ampara,29.69,4.73
2026-06-29,Ampara,30.43,0.29
2026-07-06,Ampara,31.0,0.77
2026-07-13,Ampara,31.19,0.79
2026-07-20,Ampara,31.19,1.03
2026-07-27,Ampara,32.1,1.15
2013-12-30,Anuradhapura,23.89,7.52
2014-01-06,Anuradhapura,24.66,5.13
2014-01-13,Anuradhapura,24.36,19.94
2014-01-20,Anuradhapura,24.36,0.39
2014-01-27,Anuradhapura,25.06,1.39
2014-02-03,Anuradhapura,24.25,0.0
2014-02-10,Anuradhapura,25.07,0.07
2014-02-17,Anuradhapura,26.81,1.0
2014-02-24,Anuradhapura,26.99,0.34
2014-03-03,Anuradhapura,27.61,0.51
2014-03-10,Anuradhapura,26.98,0.0
2014-03-17,Anuradhapura,28.94,0.59
2014-03-24,Anuradhapura,29.12,0.04
2014-03-31,Anuradhapura,29.86,5.56
2014-04-07,Anuradhapura,28.76,2.1
2014-04-14,Anuradhapura,29.04,1.09
2014-04-21,Anuradhapura,28.96,6.37
2014-04-28,Anuradhapura,27.93,12.59
2014-05-05,Anuradhapura,27.72,10.19
2014-05-12,Anuradhapura,28.52,1.14
2014-05-19,Anuradhapura,28.67,0.4
2014-05-26,Anuradhapura,28.53,1.23
2014-06-02,Anuradhapura,28.64,1.41
2014-06-09,Anuradhapura,29.29,0.33
2014-06-16,Anuradhapura,29.22,0.6
2014-06-23,Anuradhapura,29.1,0.23
2014-06-30,Anuradhapura,29.19,0.83
2014-07-07,Anuradhapura,28.78,0.21
2014-07-14,Anuradhapura,29.04,0.57
2014-07-21,Anuradhapura,29.49,0.54
2014-07-28,Anuradhapura,29.2,0.31
2014-08-04,Anuradhapura,29.25,0.84
2014-08-11,Anuradhapura,28.43,3.4
2014-08-18,Anuradhapura,27.59,5.7
2014-08-25,Anuradhapura,27.89,0.67
2014-09-01,Anuradhapura,27.51,1.61
2014-09-08,Anuradhapura,28.16,0.69
2014-09-15,Anuradhapura,28.74,0.3
2014-09-22,Anuradhapura,28.54,9.96
2014-09-29,Anuradhapura,27.25,8.7
2014-10-06,Anuradhapura,27.56,1.9
2014-10-13,Anuradhapura,26.91,12.34
2014-10-20,Anuradhapura,26.43,12.87
2014-10-27,Anuradhapura,26.17,7.67
2014-11-03,Anuradhapura,25.7,6.21
2014-11-10,Anuradhapura,26.4,4.91
2014-11-17,Anuradhapura,25.34,13.76
2014-11-24,Anuradhapura,24.37,15.39
2014-12-01,Anuradhapura,25.11,4.96
2014-12-08,Anuradhapura,25.91,7.21
2014-12-15,Anuradhapura,25.07,16.67
2014-12-22,Anuradhapura,23.5,24.73
2014-12-29,Anuradhapura,25.6,1.57
2015-01-05,Anuradhapura,24.91,0.23
2015-01-12,Anuradhapura,24.79,0.04
2015-01-19,Anuradhapura,25.62,0.04
2015-01-26,Anuradhapura,25.4,0.74
2015-02-02,Anuradhapura,25.22,3.99
2015-02-09,Anuradhapura,25.97,2.9
2015-02-16,Anuradhapura,24.91,0.07
2015-02-23,Anuradhapura,26.19,4.96
2015-03-02,Anuradhapura,27.11,0.57
2015-03-09,Anuradhapura,26.52,2.71
2015-03-16,Anuradhapura,27.13,0.16
2015-03-23,Anuradhapura,28.26,1.23
2015-03-30,Anuradhapura,28.76,3.61
2015-04-06,Anuradhapura,28.31,3.13
2015-04-13,Anuradhapura,27.86,5.73
2015-04-20,Anuradhapura,27.8,6.43
2015-04-27,Anuradhapura,28.32,2.36
2015-05-04,Anuradhapura,28.04,8.47
2015-05-11,Anuradhapura,27.19,9.39
2015-05-18,Anuradhapura,28.16,0.37
2015-05-25,Anuradhapura,28.63,1.44
2015-06-01,Anuradhapura,27.79,3.13
2015-06-08,Anuradhapura,28.2,0.21
2015-06-15,Anuradhapura,28.01,1.57
2015-06-22,Anuradhapura,28.38,1.16
2015-06-29,Anuradhapura,28.07,0.96
2015-07-06,Anuradhapura,28.61,0.61
2015-07-13,Anuradhapura,28.66,1.31
2015-07-20,Anuradhapura,27.96,1.24
2015-07-27,Anuradhapura,28.65,0.49
2015-08-03,Anuradhapura,28.77,0.47
2015-08-10,Anuradhapura,29.51,6.59
2015-08-17,Anuradhapura,28.19,2.27
2015-08-24,Anuradhapura,28.26,0.36
2015-08-31,Anuradhapura,28.57,3.99
2015-09-07,Anuradhapura,27.46,2.54
2015-09-14,Anuradhapura,28.1,1.17
2015-09-21,Anuradhapura,28.09,3.61
2015-09-28,Anuradhapura,27.35,3.1
2015-10-05,Anuradhapura,27.55,1.76
2015-10-12,Anuradhapura,27.5,11.89
2015-10-19,Anuradhapura,27.15,8.77
2015-10-26,Anuradhapura,25.6,21.21
2015-11-02,Anuradhapura,25.8,12.54
2015-11-09,Anuradhapura,25.69,23.66
2015-11-16,Anuradhapura,26.37,6.27
2015-11-23,Anuradhapura,25.67,4.16
2015-11-30,Anuradhapura,25.77,10.2
2015-12-07,Anuradhapura,26.29,11.73
2015-12-14,Anuradhapura,26.01,4.34
2015-12-21,Anuradhapura,25.71,0.97
2015-12-28,Anuradhapura,25.69,1.97
2016-01-04,Anuradhapura,25.64,0.79
2016-01-11,Anuradhapura,24.99,0.0
2016-01-18,Anuradhapura,25.96,1.23
2016-01-25,Anuradhapura,25.95,0.01
2016-02-01,Anuradhapura,26.02,0.0
